name,postal_code,latitude,longitude
Krzysztof Stanislaw Winnicki Gaststätte,12167.0,52.4467,13.34431
China Box,14057.0,52.500980000000006,13.284170000000001
Bar Catherin,10115.0,52.53255,13.3978
China Imbiss,12161.0,52.46506,13.32818
Snack Imbiss am ICC,14057.0,52.5067,13.2836
Big Window,10711.0,52.496480000000005,13.2957
P.A.M.,12359.0,52.43741,13.4458
Goldener Teller,12099.0,52.4646,13.397479999999998
Trattoria Pizzeria Passatempo,10707.0,52.49896,13.310920000000001
TORTENSCHLACHT,14059.0,52.515319999999996,13.297270000000001
Bistro,10827.0,52.48655,13.35757
Lutz Stenschke Gastronomie,14199.0,52.473819999999996,13.29072
Vincenzo Nardozza,10781.0,52.490159999999996,13.34878
Cocktailmixer.de,10961.0,52.494069999999994,13.40063
Back Kompakt,10555.0,52.52543000000001,13.341079999999998
Mesa-Mí Café Bistro Partyservice,10829.0,52.4902,13.3706
Burgerplace,10715.0,52.486630000000005,13.326120000000001
La Pizzeta,10829.0,52.48499,13.36389
Jiko's Burger Bar,14059.0,52.5121,13.294120000000001
Marian Radu Gastronomieservice,10709.0,52.49715,13.3012
KMS Gastronomie GmbH,10629.0,52.5005,13.306470000000001
City-Imbiss,10707.0,52.493680000000005,13.31035
Restaurant Galliano Kommanditgesellschaft,10707.0,52.49898,13.314070000000001
Dahlewitzer Landbäckerei GmbH,10319.0,52.503969999999995,13.519589999999999
Curry de luxe,10707.0,52.50104,13.318629999999999
Mach-Bar,10707.0,52.4994,13.318760000000001
Gogi Boss Korean Grill Express,10961.0,52.493359999999996,13.38763
UUDAM Vietnamesiche Küche,10627.0,52.50642,13.30928
Fobs Deli Gaststätten Restaurants,10961.0,52.49266,13.38695
restaurent déjeuner,10963.0,52.502990000000004,13.38466
Imbiss International,10243.0,52.511140000000005,13.4354
Lemke Charlotenburg,10555.0,52.515390000000004,13.336520000000002
Döner Azzam,12047.0,52.48815,13.43159
"Treffpunkt, Gaststätten GmbH",10625.0,52.50771999999999,13.31224
Maleks Pizzeria,10961.0,52.49471,13.400870000000001
Cafe Bar Endstation,10317.0,52.50685,13.4962
Thanh Ty Tran Vietnam-Restaurant,10625.0,52.506319999999995,13.316510000000001
Cafe 1963,10317.0,52.507130000000004,13.496279999999999
Picasso Pizza-Döner Kebap,10997.0,52.49984,13.43915
Rosso Pomodoro Gastro GmbH,10587.0,52.51955,13.323089999999999
Schankwirtschaft E. Zekir Oglou,14059.0,52.51866999999999,13.280710000000001
Chu Ky,14059.0,52.51565,13.29139
QuedlinBurger,10589.0,52.5233,13.314860000000001
Rathaus-Kelller,10585.0,52.5173,13.307920000000001
GastroLehmann,10587.0,52.5188,13.31865
Kalinka Gastro & Bau GmbH,10585.0,52.51392,13.31657
Fleisch Ibn Alblad ملحمة أبن البلد,10553.0,52.527330000000006,13.327810000000001
Studentenclub Spelunke,10319.0,52.496390000000005,13.511320000000001
Kaktus reloaded,12059.0,52.47665,13.4499
Tasty Entertainment GmbH,10587.0,52.516619999999996,13.33201
Weinhafen,12459.0,52.480430000000005,13.49841
Treffpunkt cafe&Sportsbar,10319.0,52.49697,13.519420000000002
Coctailbar und Spielhalle (Darts und Airhockey),10317.0,52.500969999999995,13.49296
Otto Pavillon,10555.0,52.524969999999996,13.335239999999999
Curry one,10115.0,52.52646,13.38766
OXYGEN Bar,10627.0,52.50583,13.304789999999999
Backshop Family,12359.0,52.45319,13.452470000000002
Gerichtskantine (Öffentlich),10557.0,52.523,13.34883
Accor Hospitality Germany GmbH,10115.0,52.53057,13.382779999999999
Backshop R. Hawali,12359.0,52.46377,13.450829999999998
tisch zu zweit,10115.0,52.535430000000005,13.39944
Gaststätte Kleine Kneipe,14059.0,52.518719999999995,13.289729999999999
Goldener Löffel,10627.0,52.50663,13.29654
Daniel's Fine Dining,10115.0,52.526759999999996,13.389289999999999
Yuzu Ramen East Side Mall,10243.0,52.50617,13.446620000000001
Zoo Loge Premium Lounge,10623.0,52.50597,13.333979999999999
Bar Beata,10551.0,52.52712,13.340320000000002
Lipoppete Bar,12051.0,52.47031,13.42726
Rickenbackers Music Inn,10717.0,52.49194,13.33125
FC Hellas,10823.0,52.48583000000001,13.345870000000001
Weinladen Vin Midi,10115.0,52.53548000000001,13.39502
Bäckerei Konditorei Can,12051.0,52.46682,13.43154
Back Bär,12161.0,52.46686,13.328560000000001
Pizza-Service-Carolina Nagold,10785.0,52.50322,13.372110000000001
Christian Tews,14169.0,52.4353,13.26136
SALZBAR,10587.0,52.51927,13.320960000000001
LaStrada,10553.0,52.53111,13.32678
Bar Cafe Onix,10553.0,52.530719999999995,13.32591
Alfons Hochreither,10585.0,52.51537,13.30309
Croissanterie & Bäckerei Ofenfrische Backwaren,10553.0,52.532709999999994,13.32635
Merkez Bäckerei,10555.0,52.52373000000001,13.332020000000002
sb,10589.0,52.52927,13.30155
Café Canisi,12051.0,52.470119999999994,13.43157
Backshop-kocin,10115.0,52.53549,13.377270000000001
Scavi & Ray Prosecco,12099.0,52.45443,13.38561
Cafe Melanie,10315.0,52.506890000000006,13.512379999999999
Vera's Pub,12049.0,52.47432,13.427660000000001
Dart Billard Kicker Kneipe Filou,12049.0,52.47388,13.42265
Ronnys Party,10319.0,52.498569999999994,13.5028
Hot & Crispy,10243.0,52.506,13.44314
Zum Borstel,12167.0,52.446740000000005,13.327929999999999
Little Italy,12355.0,52.419059999999995,13.497879999999999
SEM Food Service,12109.0,52.446509999999996,13.385879999999998
Ur-Laube,10318.0,52.45053000000001,13.47064
Snack Station,10317.0,52.509409999999995,13.497160000000001
AUDIO eV,12487.0,52.44095,13.50554
Tanez tango,10625.0,52.51201999999999,13.316460000000001
H & Z Gaststättenbetriebs UG,10997.0,52.498819999999995,13.43405
Le Piaf,14059.0,52.516740000000006,13.29715
Nirgendwo,10243.0,52.510369999999995,13.4444
TSV Casino am Stubenrauchplatz,12357.0,52.424859999999995,13.484929999999999
Alte Försterei Kloster Zinna Gast & Gastro GmbH,12277.0,52.423809999999996,13.370029999999998
DILAVITA Gaststätten GmbH,12277.0,52.41989,13.3691
Pizza Lieferservice Online Bestellen,12351.0,52.42562,13.44399
Gaststätte Buckower Perle,12353.0,52.425959999999996,13.474879999999999
GENNARO UG (haftungsbeschränkt),12205.0,52.44453000000001,13.2916
Bernsens Gastro UG (haftungsbeschränkt),12203.0,52.44166,13.310960000000001
Bistro Eveline Opitz,12169.0,52.458,13.329920000000001
EGE Gemüse Kebab,12099.0,52.45916999999999,13.384720000000002
Final Bistro,12487.0,52.4536,13.50947
China Box,12351.0,52.440059999999995,13.45865
Schmelzwerk in den Sarottihöfen,10961.0,52.49122,13.38742
B34,10823.0,52.48689,13.352279999999999
Foodclub Schöneberg,10823.0,52.485769999999995,13.3518
East Orange Coffee,12167.0,52.454390000000004,13.32869
Rajaa-Mohamad Beidoun Restaurant Horoskop 2,10961.0,52.49239,13.38696
Muglia,10961.0,52.490390000000005,13.401689999999999
Rainer Traube,10961.0,52.49139,13.401539999999999
Gizmos Sweet Coffee,10961.0,52.489290000000004,13.39476
King Kebap,12437.0,52.46734,13.48448
Tasty 63,14059.0,52.5187,13.28605
HaWeGe Gaststätten- Betriebsgesellschaft mbH,13629.0,52.53547,13.268479999999998
Restaurant Stammhaus,13629.0,52.53641999999999,13.265460000000001
it's,10625.0,52.50642,13.31794
Münevver Simsek Restaurant,10589.0,52.52385,13.3006
snickers,10557.0,52.52508,13.3694
Gaststätte Zur Scharfen Ecke,10557.0,52.532540000000004,13.351020000000002
"Xol, God Thai Mad",10115.0,52.527080000000005,13.38791
Veganes Bistro Frischetheke,10249.0,52.523,13.449520000000001
Arena Barbecue,10243.0,52.5066,13.4432
Curry & Beer,10243.0,52.51238000000001,13.45209
Resto,10115.0,52.5286,13.393320000000001
beetstreets Veggie Food Truck,10119.0,52.53346,13.40986
Avci Bistro,10317.0,52.50603,13.496070000000001
Cäser's Gaststätten u. Lieferservice f. Speisen u. Getränke GmbH,10317.0,52.511140000000005,13.503029999999999
Avci Bistro,10315.0,52.510569999999994,13.4989
Pojah,10317.0,52.50401,13.4811
Alte Liebe Tempelhof,12099.0,52.45528,13.387329999999999
Bar Perdido,10961.0,52.49305,13.39543
Andreas Franck,10823.0,52.48735,13.352020000000001
Hotel Eva,10779.0,52.494080000000004,13.33895
Warthe-Eck,12051.0,52.470130000000005,13.42946
Small Sessions,10961.0,52.49527,13.397170000000001
Marktbörse,12051.0,52.46658000000001,13.438220000000001
turandot bar,10961.0,52.48948000000001,13.392220000000002
Liliput SPORT BLUES ROCKNROLL,10589.0,52.52861,13.29737
Bar Division GmbH,10555.0,52.52019,13.331560000000001
Na Hoi Bar,10315.0,52.51098,13.505720000000002
Gül Bistro,12359.0,52.46204,13.445160000000001
Imbiß Snack 2,10553.0,52.53606,13.32712
Aímaback Leckere Backwaren,12351.0,52.429669999999994,13.46543
Sabine Klewe,12487.0,52.44631999999999,13.506670000000002
Back Ensemble Inhaber Wolfgang Schulz,12357.0,52.4263,13.50796
Wulff Mein Bäcker,12109.0,52.44409,13.386220000000002
Cafe Crema,10715.0,52.47886999999999,13.33256
Brot und Spiele Vermögensverwaltungs GmbH,10115.0,52.52751,13.39354
Cafe,13597.0,52.53674,13.20681
Saisonimbiss anno1963,14129.0,52.433209999999995,13.189879999999999
Salt'n'Sugar,14089.0,52.465019999999996,13.1801
YUKOS GmbH Verwaltung Gastronomie,14089.0,52.47565,13.13168
ZAS Gastronomie GmbH,13595.0,52.51835,13.195429999999998
Üsküdar Gastro GmbH,14163.0,52.4348,13.25581
benrhouma70@gmail.com,13593.0,52.519330000000004,13.170929999999998
Foyer-Bar bei den Wühlmäusen,14052.0,52.50883,13.27084
Esin Tosuner,13593.0,52.519830000000006,13.171470000000001
Musik Café „Mariola“,13347.0,52.542840000000005,13.36643
Gwens bester Kaffee,10115.0,52.5376,13.396239999999999
LC Coffee & Trading UG (haftungsbeschränkt),13053.0,52.54614,13.51029
Café 63,13051.0,52.56139,13.499260000000001
China Bistro,13355.0,52.54145,13.39325
Flora Bistro,13187.0,52.566990000000004,13.410870000000001
Wurstdealer,13187.0,52.570119999999996,13.406889999999999
Cari Xanh,10435.0,52.5411,13.413079999999999
Giang’s Asia Bistro,13086.0,52.553740000000005,13.435329999999999
OpenSky,13347.0,52.541830000000004,13.37754
Germania Sports Bar,13347.0,52.54974,13.35431
Spielhalle,10437.0,52.5466,13.413479999999998
Bistro Dream,12627.0,52.537369999999996,13.6043
interfix,12627.0,52.53304,13.602970000000001
Kiez - Waffelwelt,12524.0,52.40317,13.5265
Eis Diele,12351.0,52.441869999999994,13.45788
location fabrik,12439.0,52.460269999999994,13.509210000000001
Stolpertreppe,12349.0,52.422470000000004,13.43731
Betriebsstätte Wilhelminenhof,12459.0,52.456230000000005,13.52636
Cafe Sehnsucht GmbH,10625.0,52.512319999999995,13.31284
Terzi & Moschinski GmbH,10115.0,52.52879,13.397210000000001
Bechsteins GASTRO-Betriebs UG,12589.0,52.425090000000004,13.725879999999998
Gaststätte Elseneck,12059.0,52.485380000000006,13.44863
Restaurant Kaiserstein,10961.0,52.49499,13.387960000000001
Ibrahim Suliman Italienisches Restaurant,12165.0,52.45551,13.317089999999999
EatHappy,10317.0,52.5055,13.49635
Moonlight Cocktailbar,10247.0,52.513659999999994,13.472729999999999
BESO Restaurant GmbH,10247.0,52.514619999999994,13.4684
KoWo e.V. Café Garbe,10247.0,52.514759999999995,13.46235
Cafe 7 Rock,12679.0,52.54343000000001,13.54379
BackBaron,12359.0,52.4622,13.44551
McCafé,10315.0,52.50994,13.53151
BackBaron,13599.0,52.53875,13.231679999999999
Downtown Burgerhouse,12559.0,52.41339,13.660670000000001
Hofmeister Backstube,12209.0,52.428709999999995,13.3277
BioBackHaus,13581.0,52.534,13.195870000000001
cuccis,12357.0,52.41623,13.495289999999999
FF Friedrichshain GmbH & Co. KG,13189.0,52.55441999999999,13.423960000000001
Berrin Örün,10587.0,52.52143,13.3229
café fuffzn east gate GmbH,12679.0,52.54368,13.54483
Café Merscheid (Pabre),10117.0,52.522619999999996,13.37885
Schäfer's,10115.0,52.534259999999996,13.378770000000001
cuccis,10115.0,52.525909999999996,13.3873
EatHappy,10115.0,52.53235,13.39714
Elfenbein Cafe GmbH,10119.0,52.531180000000006,13.404470000000002
coffeeshop,10119.0,52.524359999999994,13.409679999999998
X LAB corrosive art farm,10097.0,52.500069999999994,13.43963
The Bakery GmbH,10115.0,52.52681,13.388810000000001
Sondos,10115.0,52.556259999999995,13.384089999999999
Harmonie Bäckerei,10115.0,52.53884,13.399429999999999
Hostel Ballhaus Berlin,10115.0,52.532059999999994,13.38013
Mr. Susan,10115.0,52.52443,13.3958
MAVI Gastronomie UG,10115.0,52.528890000000004,13.39587
Bravo Bar,10115.0,52.52713000000001,13.387889999999999
JanoApi Veggie Café,10115.0,52.532830000000004,13.39789
Süßfein,10115.0,52.53553,13.3976
Café Ca Doro,10115.0,52.52868,13.38393
R/D Coffee Bar,10115.0,52.53021999999999,13.38381
Ground Coffee,10115.0,52.53241,13.38052
TOTAL Tankstelle,10115.0,52.5373,13.375129999999999
Café Marral,10115.0,52.52725,13.388710000000001
19grams Chaussee,10115.0,52.533159999999995,13.38018
Hotel ULTRA Concept Store,10115.0,52.5295,13.39688
Röststätte,10115.0,52.52905,13.39749
CafeJ,10115.0,52.52874,13.395570000000001
Harlem Black Coffee GmbH,10115.0,52.530480000000004,13.39385
Espressobar Mörder,10115.0,52.52825,13.39149
Cafe Flora,10115.0,52.5248,13.38291
Baffel's,10115.0,52.52069,13.40523
Unicorn Weinbergspark Coworking-Café,10115.0,52.53286,13.398420000000002
CafeBar Freuden Grün,10115.0,52.52834,13.386439999999999
You're welcome Cafe,10115.0,52.5249,13.399020000000002
Peaberries Kaffee,10115.0,52.52948000000001,13.397079999999999
Sieben Schwestern,10115.0,52.530280000000005,13.39684
Mops&Windhund,10115.0,52.5339,13.39621
Handbestand,10115.0,52.53666,13.3976
Oslo Kaffebar,10115.0,52.531,13.38679
Cafe Bondi,10115.0,52.530359999999995,13.38759
M2D Cafe,10115.0,52.53193,13.381
Mr. Vertigo,10115.0,52.52994,13.38403
Kaffee Container,10115.0,52.525780000000005,13.38224
Restaurant im Hochparterre,10115.0,52.53719,13.39714
CC Bar,10115.0,52.532419999999995,13.39789
Brot u mehr Kilic Memet-Mirza,10115.0,52.53593000000001,13.4001
Kin Za - Georgische Küche Bistro Restaurant Street Food Top10 in Berlin,10115.0,52.52494,13.39564
Creasian Restaurant,10115.0,52.52418,13.39926
Lejlighed Berlin,10115.0,52.5242,13.399370000000001
Anna Hirsch Bar,10115.0,52.52766999999999,13.38863
Gloriosa Gastro GmbH,10115.0,52.52765,13.38861
Lokal,10115.0,52.52788,13.394770000000001
Cavallino Rosso,10115.0,52.5272,13.38553
CORDO_Berlin,10115.0,52.52571,13.399029999999998
Suppeto,10115.0,52.525319999999994,13.398420000000002
Bar 1712 J&T,10115.0,52.52755,13.39814
Alt Berlin,10115.0,52.53221,13.380479999999999
Dada Falafel,10115.0,52.52646,13.38825
Ruben & Carla,10115.0,52.52635,13.38904
Café Wellenreiter,10115.0,52.52273,13.3891
TITANIC Chaussee Berlin,10115.0,52.5323,13.381429999999998
Coréen Restaurant Berlin,10115.0,52.52879,13.394070000000001
Chicago Williams BBQ,10115.0,52.5272,13.3858
Restaurant Cambrinus Gerhard Schroeder,10115.0,52.526509999999995,13.38785
Pham Lien,10115.0,52.52749,13.38636
Hung Anh,10115.0,52.52775,13.38631
Thi Minh Hoa Nguyen Imbiss,10115.0,52.52633,13.388979999999998
Qartolia,10115.0,52.52771,13.38691
Smartdeli Sushi & More,10115.0,52.528040000000004,13.389070000000002
Arata Sushi Berlin,10115.0,52.52763,13.388370000000002
The Castle,10115.0,52.5315,13.38846
Nhatlong-lieferservice,10115.0,52.52766,13.3906
Tor189,10115.0,52.52848,13.392579999999999
Mantée,10115.0,52.52729,13.386479999999999
Eins Essen und Trinken,10115.0,52.529469999999996,13.388110000000001
Petrarca,10115.0,52.52915,13.388279999999998
Kebap 63,10115.0,52.5288,13.385729999999999
Cô Chu,10115.0,52.53114,13.384689999999999
Bonfini,10115.0,52.52956,13.384570000000002
Neumond,10115.0,52.52961,13.389510000000001
Zet,10115.0,52.532140000000005,13.38505
FREA,10115.0,52.5283,13.393870000000001
La Caffeteria Café,10115.0,52.53589,13.3974
Ristorante Nuovo Firenze,10115.0,52.53225,13.393070000000002
Agata Torrisi,10115.0,52.53641,13.377870000000001
Hackethal's,10115.0,52.536519999999996,13.379570000000001
SUSHI14,10115.0,52.529309999999995,13.385010000000001
Relax Food & You,10115.0,52.53041999999999,13.38176
Xoi Sticky Rice,10115.0,52.527519999999996,13.3879
Bistro Grillhaus,10115.0,52.531209999999994,13.382010000000001
Two Buddhas,10115.0,52.53235,13.3846
Jadore,10115.0,52.53637,13.3761
Clean Eats,10115.0,52.52721,13.385979999999998
CK Ballhaus Berlin,10115.0,52.53225,13.380679999999998
Shiloh - Vegetarian Cafe Bistro,10115.0,52.52946,13.396329999999999
Toca Rouge,10115.0,52.528290000000005,13.391979999999998
La Galleria Italiana,10115.0,52.52828,13.39366
Cafe Ribo,10115.0,52.53089,13.396629999999998
Papà Pane di Sorrento,10115.0,52.53211999999999,13.39639
Lemongrass,10115.0,52.535309999999996,13.39935
Vielfalter,10115.0,52.53669,13.39676
kur strasse,10117.0,52.51259,13.401370000000002
Distrikt coffee,10115.0,52.53159,13.394120000000001
Café Freiheit Gaststätte GmbH,10115.0,52.5309,13.3938
Ratatouille Berlin,10115.0,52.52989,13.39755
Simply Keto - Low Carb & Glutenfrei,10115.0,52.53221,13.396239999999999
Nithan Thai,10115.0,52.52786999999999,13.38667
baambi lounge veranstaltungs GmbH,10117.0,52.52541,13.39376
Chelany,10115.0,52.52771,13.3887
Jazzclub-Kunstfabrik Schlot,10115.0,52.53024,13.38525
Esszimmer,10115.0,52.5336,13.37101
Subway,10115.0,52.53086,13.38295
Quell-Eck,10115.0,52.52887,13.385470000000002
Vietime,10115.0,52.52859,13.38575
Eat-IT.de,10115.0,52.529230000000005,13.384079999999999
Hasir Burger,10115.0,52.532430000000005,13.38105
+84 Asian Deli,10115.0,52.532430000000005,13.3795
BeachBar Mitte,10115.0,52.53399,13.383420000000001
Italiener in den Höfen,10117.0,52.52591999999999,13.39391
Restaurant Acht&Dreizig,10117.0,52.525569999999995,13.391539999999999
BRASSERIE la bonne franquette,10115.0,52.53114,13.382
Barcatering Berlin,10115.0,52.5284,13.38592
Lust Bar,10115.0,52.52754,13.38805
Melody Nelson,10115.0,52.528169999999996,13.38902
Marula Bar,10115.0,52.52775,13.388879999999999
Laggner Beteiligungs GmbH,10117.0,52.513380000000005,13.3911
Ristorante Garda,10117.0,52.52644,13.394120000000001
Der Neue Weltempfaenger,10115.0,52.53654,13.40076
OneDay Art-Ist Bar & Smokerslounge,10115.0,52.5274,13.389470000000001
E & S Pastrami Bar GmbH,10115.0,52.52633,13.3889
Yarok,10115.0,52.528319999999994,13.392029999999998
Vina,10115.0,52.5324,13.397279999999999
Cleopatra - Shisha Bar,10115.0,52.52868,13.385670000000001
3 Minutes sur Mer,10115.0,52.52905,13.395389999999999
Sodom & Gomorra,10115.0,52.52873,13.39621
Z-Bar,10115.0,52.52949,13.39567
Kopps,10115.0,52.5288,13.39744
Trattoria Pizzeria Bocca Del Buon Gusto,10115.0,52.53221,13.395179999999998
Gastronomie GmbH,10115.0,52.534969999999994,13.39882
Cheer‘s,10115.0,52.529019999999996,13.39335
Latin,10115.0,52.529,13.395970000000002
Vinothek Berlin,10115.0,52.530359999999995,13.39125
Griffin A.G. Foundation,10115.0,52.53226,13.39524
Du Bonheur,10115.0,52.53624,13.397870000000001
Brewdog Berlin Mitte,10115.0,52.53286,13.3958
Flat,10115.0,52.53426999999999,13.39572
MahaYoga Zentrum,10115.0,52.53669,13.39676
heimlichTreu,10115.0,52.53584,13.398729999999999
rebenkind,10115.0,52.52986,13.381210000000001
Бар Локомотива,10117.0,52.511340000000004,13.38915
Speisekombinat,10115.0,52.53021999999999,13.383270000000001
Café und Bäckerei Tuna,10115.0,52.53,13.384020000000001
Backshop / Spätkauf Chausseestrasse 51,10115.0,52.53556,13.37715
Cafe&More,10115.0,52.52401,13.39965
Cafe Hermann Eicke,10115.0,52.537330000000004,13.39706
LOST MY LOVE TO ITALY,10115.0,52.52924,13.39584
Golden Rice,10115.0,52.53201,13.38153
momos - organic veggie dumplings,10115.0,52.5276,13.38701
Ketels Grill,10115.0,52.532509999999995,13.39606
Bötzow-Privat,10115.0,52.52749,13.392660000000001
Rutz,10115.0,52.52822,13.386220000000002
Substitute,10115.0,52.52946,13.396329999999999
REDWOOD Bar Berlin,10115.0,52.53173,13.394429999999998
Porta-Nova,10115.0,52.52842,13.37892
Cervejaria Berlin,10117.0,52.513780000000004,13.390920000000001
Thai Cuisine Berlin Mitte,10115.0,52.52645,13.387770000000002
einsunternull,10115.0,52.52721999999999,13.386
Flaminia,10115.0,52.52656999999999,13.38786
Xinh Xinh Vietnamese Food,10115.0,52.52633,13.3889
Kebab Baba,10115.0,52.52646,13.38804
Mangiabene da Giancarlo,10115.0,52.52868,13.377820000000002
Viet Restaurant,10115.0,52.528659999999995,13.385860000000001
Vimo,10115.0,52.52926,13.38434
Due Fratelli,10115.0,52.52746,13.38636
Hinterhof,10115.0,52.52926,13.38434
